,Time,User,Tweet,Location,Retweets
37,2023-02-18 08:22:34+00:00,GaelicRoadSign,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,Scotland,55
38,2023-02-18 08:14:22+00:00,MP_Divest,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,UK,55
39,2023-02-18 08:11:01+00:00,Richard08653290,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,Crowborough UK,55
40,2023-02-18 08:08:21+00:00,fedupofwm,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,,55
41,2023-02-18 08:07:32+00:00,NickDWhitehead,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,"crowthorne, UK",55
42,2023-02-18 08:05:34+00:00,lorri29959,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,,55
43,2023-02-18 07:57:13+00:00,SpanishDan1,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,Tarragona./Glossop ,55
44,2023-02-18 07:56:16+00:00,Helenus_,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,"One foot in the past, Chester",55
45,2023-02-18 07:53:10+00:00,MaiOpine,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,,55
46,2023-02-18 07:47:38+00:00,bone_jo53,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,"Bracknell Forest, England ",55
47,2023-02-18 07:33:24+00:00,Mytvcinema2005,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,ALMERIA SPAIN,55
48,2023-02-18 07:24:27+00:00,Hyperion_PSN,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,,55
49,2023-02-18 07:21:54+00:00,beech78,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,"ÜT: 51.617947,0.320505",55
50,2023-02-18 06:34:47+00:00,17thCard,"RT @KetanJ0: The second biggest buyer of junk offsets in this @climate analysis is @Telstra, comfortably Australia's biggest Telco and a co…",Straya,106
51,2023-02-18 05:56:45+00:00,chaplinscourage,RT @DustinMulvaney: “A just transition to renewable power must prioritize the poor and planetary justice above the narrow epistemology of c…,where #climatehawks fly,4
52,2023-02-18 05:49:49+00:00,hoosteen,RT @DustinMulvaney: “A just transition to renewable power must prioritize the poor and planetary justice above the narrow epistemology of c…,DE,4
53,2023-02-18 05:46:23+00:00,DustinMulvaney,“A just transition to renewable power must prioritize the poor and planetary justice above the narrow epistemology of carbon and climate that dominates the contemporary energy transitions discourse today.” https://t.co/H1iYOdUp3d,"Popeloutchom, Monterey Bay",4
54,2023-02-18 05:42:53+00:00,floydthek,"RT @KetanJ0: The second biggest buyer of junk offsets in this @climate analysis is @Telstra, comfortably Australia's biggest Telco and a co…",Australia,106
55,2023-02-18 05:13:54+00:00,movacci,"RT @sxsw: Join #climate urgency conversations on envisioning life on a reforested planet, solutions that create less pollution, ocean-based…",ATX and Beyond,4
56,2023-02-18 03:40:08+00:00,LetsGeuxBrandon,"@NewLauras @cwraad Irony Alert 🚨 
Climate Cult Nazis (NATO) want to suppress the public’s fossil due energy use via Public/Private partnerships to curtail CO2 emissions and reduce population growth versus be fruitful and multiply.  Have fun hailing Satan hypocrite.

https://t.co/HSQ28D27rh https://t.co/GIKDnRwOyC","Austin, TX",0
57,2023-02-18 00:17:00+00:00,TWHM4,"@DavidUllrich202 @Mara52041010 @JulianCribb @MaryKostakidis @Dimaq389484111 @tonykevin @leckie_cameron @PeterCronau Noting Klikauer on 🇨🇳's climate leadership &amp; 'real' action &amp;  Lachie's Sinophobia &amp; climate denial leadership - &amp; that he has 🇦🇺's political establishment by the 'squeakers', is it back to coal for 🇦🇺?

News wrap header;

""Solar shortage risks coal shift""

https://t.co/D9W04JDDn1",,0
58,2023-02-17 23:32:25+00:00,sikora_austin,"This video explores comprehensive strategies to combat climate change, focusing on key areas such as renewable energy, energy efficiency, carbon pricing, sustainable transportation, reforestation, afforestation, food waste reduction, and climate education.","Pennywell,Sunderland, England",0
59,2023-02-17 22:43:18+00:00,MC_00_,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,,55
60,2023-02-17 22:36:50+00:00,unpsdun,RT @MoltexFLEX: Decarbonising our energy systems is vital if we are to meet our climate goals. The FLEX reactor offers readily available en…,,15
61,2023-02-17 22:34:49+00:00,MmeLaCrooz,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,Corner of Bliss and Blunt,55
62,2023-02-17 22:19:16+00:00,kokolopa,"RT @TomClarkeTweets: In summary, Labor’s tinkering of Tony Abbott’s climate policy will improve it, but is still completely inadequate poli…","Melbourne, Victoria",1
63,2023-02-17 22:18:04+00:00,TomClarkeTweets,"In summary, Labor’s tinkering of Tony Abbott’s climate policy will improve it, but is still completely inadequate policy.

UN Int Energy Agency is crystal clear: we must stop new gas &amp; coal if we want to stay within safe limits &amp; reach 2050 targets.

https://t.co/RvN8bW8ht9",Lands of the Wurundjeri people,1
64,2023-02-17 20:58:06+00:00,stargirl1623,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,,55
65,2023-02-17 20:51:37+00:00,RowdyTrader,"@ProfPCDoherty Climate deniers need subsidies and 'carbon' taxes to make renewable energy cost effective, let alone adding to co2 emissions in their mining, processing, manufacturing &amp; installation/running.

Renewables are massively inflationary &amp; use lots of fossil fuels...",Australia,0
66,2023-02-17 20:08:02+00:00,Aeroseal_llc,"Looking for a career in the fight against climate change? Now's your chance. Aeroseal is searching for hard-working candidates to fulfill its mission to cut carbon emissions by a gigaton annually. 

See current openings here: https://t.co/kk79FAujHO

https://t.co/vAacE9rHwP","Dayton, Ohio",0
67,2023-02-17 19:46:25+00:00,johnreichardwes,"RT @RockyMtnInst: When we #retrofit aging buildings for better performance and reduced CO2 emissions, could we be setting them up as #Carbo…",United States,2
68,2023-02-17 19:29:01+00:00,RMIBuildings,"RT @RockyMtnInst: When we #retrofit aging buildings for better performance and reduced CO2 emissions, could we be setting them up as #Carbo…","Boulder, Colorado",2
69,2023-02-17 19:15:25+00:00,SteveBlumeSEC,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,,55
70,2023-02-17 19:14:19+00:00,gecko39,"RT @gecko39: Currently, electricity generation results in 32% of US carbon dioxide emissions, mostly from burning fossil fuels like oil, co…",,1
71,2023-02-17 19:02:01+00:00,RockyMtnInst,"When we #retrofit aging buildings for better performance and reduced CO2 emissions, could we be setting them up as #CarbonSinks?

Design teams can now substitute for low embodied carbon and carbon-storing materials in deep energy retrofits. Here's how.👇
 https://t.co/fBDd4lMF5a",International,2
72,2023-02-17 18:42:34+00:00,AngusWillson,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,Social Distance,55
73,2023-02-17 18:22:36+00:00,DanielGschwend,"@SebWrites No, I am not in denial of climate change I am in denial of a crisis or catastrophe - the planet is able to handle it but true we must reduce our ecological footprint. What means more innovation, more effectiveness and more renewable energy but based on free choice not orders",Alice in Wonderland,0
74,2023-02-17 18:03:34+00:00,1berniewill,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,Europe,55
75,2023-02-17 18:00:45+00:00,TheDChamberlin,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,"Cincinnati, Ohio!",55
76,2023-02-17 17:54:44+00:00,Tracey_Franks,@s_guilbeault How about “we” as one of the lowest emitting countries get rid of the carbon tax as it has done nothing to lower the carbon emissions and “we” export LNG to countries using coal and other bad energy sources to really make an impact on the climate crisis. Which in my mine in BS.,Calgary,0
77,2023-02-17 17:53:18+00:00,CookePhoebe,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,"London, England",55
78,2023-02-17 17:48:54+00:00,planetofdub,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,,55
79,2023-02-17 17:46:27+00:00,ClaudineR66,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,"San Diego, CA",55
80,2023-02-17 17:43:45+00:00,AdamBarnett13,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,"London, England",55
81,2023-02-17 17:42:07+00:00,DeSmog,"DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Time. 

Here is the evidence for why she’s wrong - and Spiked’s record of climate science denial &amp; fossil fuel funding. 🧵 #DeBunk https://t.co/VzM7HVjz6f",Everywhere,55
82,2023-02-17 17:12:53+00:00,josuenergy,"@KHayhoe Prof, we are concerned about climate weirding and carbon emissions. Clean energy sources can’t be built fast enough and energy scarcity is a driver of poverty.
We should be vocal to protect the cheapest and stable source of zero emissions energy. Can we talk about nuclear energy? https://t.co/T2j2GN7acM",United States,0
83,2023-02-17 16:51:43+00:00,Ton_Orangee,"RT @SciFiClimateGuy: This is obviously a joke, but brings up a common misconception between pro-environmental behavior (reducing plastic in…",Chiang mai Thailand,1
84,2023-02-17 16:26:23+00:00,gecko39,"Currently, electricity generation results in 32% of US carbon dioxide emissions, mostly from burning fossil fuels like oil, coal &amp; natural gas. 

https://t.co/3BFVobDzPR

Those fuels are transported &amp; burned where electricity is needed https://t.co/hympJ1tSfy",,1
85,2023-02-17 16:25:37+00:00,JordanA07631595,"@Cre8iv_Canuck @globalnews The Carbon Tax has seen emissions rise, what’s needed is innovation to provide clean energy and affordable energy options in the meantime so people don’t freeze in our Nordic climate.the tax is an unproductive cash grab by Trudeau…but why tell this to “low information” Liberals",,0
86,2023-02-17 16:25:29+00:00,JordanA07631595,"@colinwhitworth @globalnews The Carbon Tax has seen emissions rise, what’s needed is innovation to provide clean energy and affordable energy options in the meantime so people don’t freeze in our Nordic climate.the tax is an unproductive cash grab by Trudeau…but why tell this to “low information” Liberals",,0
87,2023-02-17 16:25:00+00:00,JordanA07631595,"@ibbirdman @globalnews The Carbon Tax has seen emissions rise, what’s needed is innovation to provide clean energy and affordable energy options in the meantime so people don’t freeze in our Nordic climate.the tax is an unproductive cash grab by Trudeau…but why tell this to “low information” Liberals",,0
88,2023-02-17 16:24:50+00:00,JordanA07631595,"@GinaMyhillJones @globalnews The Carbon Tax has seen emissions rise, what’s needed is innovation to provide clean energy and affordable energy options in the meantime so people don’t freeze in our Nordic climate.the tax is an unproductive cash grab by Trudeau…but why tell this to “low information” Liberals",,0
89,2023-02-17 16:24:30+00:00,JordanA07631595,"@globalnews The Carbon Tax has seen emissions rise, what’s needed is innovation to provide clean energy and affordable energy options in the meantime so people don’t freeze in our Nordic climate.the tax is an unproductive cash grab by Trudeau…but why tell this to “low information” Liberals",,0
90,2023-02-17 16:01:16+00:00,UMNEarthScience,"RT @AGUSciPolicy: 📰Have you seen DOE's new proposed appliance standards?

The standards would ""cut carbon dioxide emissions by 233 million…","Minneapolis, MN",1
91,2023-02-17 14:43:46+00:00,IvoryGa36552787,"Climate change is real and it's time for us to take action! Reduce carbon footprint, use renewable energy sources and protect our planet #ClimateAction #GoGreen",Kazakhstan,0
92,2023-02-17 14:38:38+00:00,Peter46245615,"Climate change is real and it's time for us to take action! Reduce carbon footprint, use renewable energy sources and protect our planet #ClimateAction #GoGreen",Kenya,0
93,2023-02-17 13:23:22+00:00,Cecalli_Helper,"“as humanity responds to global warming, renewable, zero-carbon sources of energy, especially wind and solar energy, are replacing fossil fuels. That requires a new transmission grid.” https://t.co/2QcyVvWTrI #IRA #infrastructure #policy #finance",Censored,0
94,2023-02-17 12:08:04+00:00,DonBoesch,@TylerPriest64 @TheEconomist Getting out of Russia is good but involuntary. They will cover costs by tax write-downs. “Low carbon projects” are predominantly methane gas and unrealistic CCUS claims. But not getting away from fossil fuels and investing in renewable energy. https://t.co/cBQdNNOKqe,"Annapolis, MD",0
95,2023-02-17 10:48:15+00:00,christkindlover,"RT @UNEP_Africa: #ValentinesDay is the busiest time of year for Kenya's flower industry, the 4th largest exporter of cut flowers in the wor…",Kenya,11
96,2023-02-17 09:50:04+00:00,sikora_austin,"RT @sikora_austin: Uncover the Secrets to Stopping Climate Change! https://t.co/bXQgN0FO9G via @YouTube 
This video explores comprehensive…","Pennywell,Sunderland, England",1
97,2023-02-17 09:37:54+00:00,AApcea,"RT @CathayPak: Powerchina HDEC has completed 1090MW of wind power installed capacity, built 22 sets 132 KV substation, generating over 2 bi…",,42
98,2023-02-17 08:14:26+00:00,DevizesGreens,"@LKTranslator This is why they take no effective climate action, renewable energy is cheap and carbon neutral once deployed, fossil energy delivers climate crisis... How many significant Tory donors deliver renewable energy... How many sell fossil energy?",,0
99,2023-02-17 07:39:29+00:00,SadrachNirere,"RT @theflipflopi: Are we losing the battle? New report shows the world is producing a record amount of SUPs, despite global efforts to redu…",In a Plastic Free Africa,5
100,2023-02-17 07:01:48+00:00,EndPlasticsNow,"RT @theflipflopi: Are we losing the battle? New report shows the world is producing a record amount of SUPs, despite global efforts to redu…",Uganda - Africa,5
101,2023-02-17 06:56:11+00:00,JoyceGwokyalya,"RT @theflipflopi: Are we losing the battle? New report shows the world is producing a record amount of SUPs, despite global efforts to redu…",Uganda,5
102,2023-02-17 04:59:12+00:00,SciFiClimateGuy,"This is obviously a joke, but brings up a common misconception between pro-environmental behavior (reducing plastic in the oceans) having any discernable impact on carbon emissions like climate-mitigating behavior (reducing energy usage). https://t.co/KRq4Pao8lh","Lawrence, KS",1
103,2023-02-17 04:55:14+00:00,GREENLimited1,"The impacts of climate change are becoming severe, urging solutions aimed to reduce carbon emissions from the atmosphere.

Renewable energy sources, carbon farming, and carbon Sequestration are alternatives that can be utilized, to reduce carbon emissions.","Port Moresby, Papua New Guinea",0
104,2023-02-17 04:27:18+00:00,ChefMiew,"If the developing world gets access to more renewable energy sources, they get the benefits of higher energy use without increasing their carbon footprint.

Gives me hope for the future of climate change. https://t.co/LAoVYwQlyw",Hong Kong,0
105,2023-02-17 04:15:26+00:00,TheNumbCanadian,"@CanadianPolling If 60% is zero, then why is there a carbon tax? 

Better question, why would anything think a tax would affect climate change? 

Want lower CO2? Stop coal, stop treating stochastic energy sources as grid worthy, maximize nuclear. 

More energy stability, less emissions, move on.",Newfoundland,0
106,2023-02-17 03:38:05+00:00,vjmahon,"RT @ULangkamp: New report said simply coping with the escalating impacts of the #ClimateCrisis such as water, food and energy crises, as we…","Aireys Inlet, Australia",1
107,2023-02-17 03:28:39+00:00,ULangkamp,"New report said simply coping with the escalating impacts of the #ClimateCrisis such as water, food and energy crises, as well as increased migration and conflict could draw resources and focus away from the efforts to slash #carbon emissions. https://t.co/VZtxGA28YA","Goma, DRC",1
108,2023-02-17 00:21:47+00:00,RMIBuildings,"RT @ASAPstandards: ""It’s a transformation that can’t come soon enough. Burning fossil fuels in buildings accounts for roughly 10 percent of…","Boulder, Colorado",1
109,2023-02-17 00:15:06+00:00,BizSustainably,"IKEA, the world’s biggest furniture brand, said on Wednesday its annual carbon emissions fell 5% in the last fiscal year following efforts to boost #renewableenergy use and make its products more #energy efficient.
https://t.co/tzKt9Lnbmx",Canada,0
110,2023-02-17 00:04:50+00:00,ryanac182,@patgagnon_75 @Ox_Ditto @LeslynLewis That show countries with carbon taxes still are still increasing emissions each year. And it doesn’t consider how countries with carbon taxes also have policies that favour greener energy projects. Carbon tax mostly hurts the poor. You want the poor to pay for climate change?,Canada,0
111,2023-02-16 22:00:13+00:00,antoraenergy,"As the world shifts to renewable energy sources, there is a new focus on materials needed to build electric vehicles, solar panels and more says @shannonosaka @Washingtonpost. That's why Antora’s thermal battery uses readily available carbon blocks.
 https://t.co/6FZcG8iOe2 https://t.co/tf7fVrsIe4","Sunnyvale, CA",0
112,2023-02-16 20:42:54+00:00,kfullagar,"‘From a scientific basis, the Greens are on solid ground. The International Energy Agency, the UN and the world’s climate science bodies have warned the world must stop opening new gas and oilfields and coal plants and make deeper emissions cuts’. https://t.co/jiZ3IHuixD",Canberra / Melbourne,0
113,2023-02-16 20:34:42+00:00,maxhirn,"RT @IFC_org: With temperatures rising every year, more Indians are building climate-friendly, energy-efficient houses to stay cool and redu…",,1
114,2023-02-16 20:32:40+00:00,IFC_org,"With temperatures rising every year, more Indians are building climate-friendly, energy-efficient houses to stay cool and reduce carbon emissions. Take a tour to find out how 👇 #IFCinsights","Washington, DC",1
115,2023-02-16 19:49:50+00:00,csmonitor,Alaska Gov. Mike Dunleavy has proposed to leverage the state’s expertise in oil and gas to tap into carbon storage. Environmentalists are skeptical about the plan and say the state should be investing in renewable energy instead. https://t.co/QWBIdtrRdH,"Boston, MA",0
116,2023-02-16 19:29:26+00:00,sikora_austin,"carbon pricing, sustainable transportation, reforestation, afforestation, food waste reduction, and climate education. The article highlights the urgent need to transition to renewable energy sources, promote energy efficiency, and implement carbon pricing policies.","Pennywell,Sunderland, England",0
117,2023-02-16 19:00:07+00:00,scegnews,"1/4 Let's tackle climate change head-on by reducing carbon emissions, investing in renewable energy, and adopting more sustainable practices. Our planet and its inhabitants depend on it. #ActOnClimate #RenewableEnergy #Sustainability",South Carolina,0
118,2023-02-16 18:58:56+00:00,slavakurilyak,"1/4 Let's tackle climate change head-on by reducing carbon emissions, investing in renewable energy, and adopting more sustainable practices. Our planet and its inhabitants depend on it. #ActOnClimate #RenewableEnergy #Sustainability",10K followers ▓▓▓░░░░░░░░░ 14%,0
119,2023-02-16 18:44:37+00:00,AGUSciPolicy,"📰Have you seen DOE's new proposed appliance standards?

The standards would ""cut carbon dioxide emissions by 233 million metric tons over 30 years,"" and reduce consumer utility bills. 

#climate #climatepolicy #energy
https://t.co/FaKu9xawgo","Washington, D.C.",1
120,2023-02-16 18:33:09+00:00,glebefarmschool,"RT @SecEd_Education: A new school build? Powered only by clean, community-led renewable energy? @ShottonM describes an ambitious project to…",,1
121,2023-02-16 18:25:47+00:00,DawnRoseTurner,RT @climatemorgan: #India’s vibrant #CivilSociety and many active climate &amp; renewable energy #NGOs are essentiell to driving forward the ju…,New Songhees (Esquimalt) BC,12
122,2023-02-16 18:20:09+00:00,GCReVOLT11,"When people are struggling to make ends meet while dealing with the severe impacts of climate change, it makes sense to help households put solar on their roofs so they can create their own electricity, cut carbon pollution, &amp; help create millions of jobs.
https://t.co/HM94ywnVnL","Omaha, NE",0
123,2023-02-16 18:08:17+00:00,sikora_austin,"reforestation, afforestation, food waste reduction, and climate education. The article highlights the urgent need to transition to renewable energy sources, promote energy efficiency, and implement carbon pricing policies.","Pennywell,Sunderland, England",0
