,Time,User,Tweet,Location,Retweets
26,2023-02-17 19:16:23+00:00,IndyMale,"RT @CANAFoundation: (1/2)
Wild horses play a vital role in rewilding efforts, which offer a global solution to a broad range of environment…","Indianapolis, IN",4
27,2023-02-17 19:15:31+00:00,howeph,RT @GrogsGamut: If your market-based solution to climate change doesn’t keep coal and gas in the ground it is not a solution except for tho…,"Canberra, Australian Capital T",52
28,2023-02-17 19:13:50+00:00,nanayawdb,Money is either contributing to climate change or solving it. Where are the policies to ensure that a lot of money is moving towards the solution instead of the problem https://t.co/gWDK3bNLPe,Koforidua,0
29,2023-02-17 19:08:24+00:00,CoastConnectSCC,"Did you know that public transit is the most effective solution to reducing transportation emissions in the US? 🚍🚇 

Public transit has been left behind in the US climate change conversation, but it's time to change that! 

#publictransit  

https://t.co/C28P5xrK7l","Santa Cruz County, CA",1
30,2023-02-17 19:06:52+00:00,MikeHalsey,"On Sale Now! Become part of the solution to Climate Change, reduce your carbon footprint and increase the sustainability of your IT systems and Cloud services with my book ""The Green IT Guide"" https://t.co/eboGXhYOEK @Apress #Sustainability #ClimateChange #ClimateCrisis #MVPBuzz https://t.co/m3G9d2hndu","Charente, France",0
31,2023-02-17 19:03:42+00:00,irishenviro,"A solution to the climate crisis: mining the moon, researchers say https://t.co/SQvVJoviXf via @guardian","Ireland, Northern Ireland, EU",0
32,2023-02-17 19:01:11+00:00,Climatehope2,"""Great Salt Lake’s retreat poses a major fear: poisonous dust clouds."" This is terrifying for anyone living close to the lake. Hard to see a feasible solution. https://t.co/ptaky2rLmQ",,0
33,2023-02-17 19:00:25+00:00,debllane55,"RT @CANAFoundation: (1/2)
Wild horses play a vital role in rewilding efforts, which offer a global solution to a broad range of environment…",,4
34,2023-02-17 19:00:11+00:00,The_USSA,"US foresters continue to champion responsible #forestmanagement, through policy &amp; practice, as trees are an essential, natural solution to climate change. Learn more about sustainable US forestry: https://t.co/55Fc57W8hb #savetheforests
@ASoftwoods @ahec_europe @AmericanForests https://t.co/dVqaKWlwp5",United States of America,0
35,2023-02-17 18:59:27+00:00,richaahuja711,"When companies set climate-focused goals, they want to understand how their suppliers’ #ESG standards align. Discover how Deloitte’s Strategic Risk Sensing solution helped a consumer products company in its sustainability efforts. https://t.co/DcrHfBhwZ9",Lucknow,0
36,2023-02-17 18:59:06+00:00,BRNAgNews_John,RT @BRNAgNews_Carah: The CEO of @NACDconserve says climate change is this generation’s Dust Bowl. Jeremy Peters tells Brownfield the soluti…,"Jefferson City, Missouri",1
37,2023-02-17 18:55:05+00:00,ADAMOONBOY_,"RT @IOHK_Charles: Dr. Krieger has moved into the ESG space 
https://t.co/iOMic8ZzOd https://t.co/ntor9uqIeg",,7
38,2023-02-17 18:52:16+00:00,gamblor77,"@s_guilbeault What a stupid fucking ""solution"" to climate change. Let's just tax people into poverty rather than actually getting off our fat asses to figure out real answers. No nuclear, no grants for green tech innovation, no offsetting polluting countries with responsible Canadian oil. 🤯",,0
39,2023-02-17 18:48:02+00:00,350action,"Carbon capture technology is yet another fake solution to the climate crisis.

It’s imperative that we support climate actions that work – and politicians that will do the same.
https://t.co/bflvs3Qgxl",,0
40,2023-02-17 18:40:06+00:00,StuGaudet,@yonkojohn @s_guilbeault I have a solution that will make everyone happy. If you want to donate to climate change write a cheque from your own bank account. If you think it’s a hoax don’t write a cheque to help climate change. Everyone gets what they want. That will reveal the truth,,0
41,2023-02-17 18:38:01+00:00,toxicatedcyrus,"RT @OpenForest_: As we explore the role of #climatetech in mitigating climate change, lets take a look at how our onboarding platform @NEAR…",,165
42,2023-02-17 18:37:02+00:00,IELifestyle_,Film review: Atomic Hope suggests a heretical solution to the climate crisis   https://t.co/rQn1cQG6Uf,Ireland,0
43,2023-02-17 18:34:25+00:00,Sandeep4Earth,RT @K24Tv: K24 TV LIVE | Focus On Water Harvesting; A Climate Change Adaptation Solution #KilimoNaBiashara https://t.co/Xo1xChxaQ3,Earth,3
44,2023-02-17 18:31:59+00:00,MeltingFaceMoji,"RT @appsilon: 🔎#IOPAS and our #AI Team joined forces and used #machinelearning to evaluate the fitness of Arctic plankton, which is crucial…","Warsaw-ish, Poland",1
45,2023-02-17 18:27:06+00:00,BRNAgNews_Carah,"The CEO of @NACDconserve says climate change is this generation’s Dust Bowl. Jeremy Peters tells Brownfield the solution isn’t complicated and starts at the local level. @brownfield 

https://t.co/os7vkx5DYp",Missouri,1
46,2023-02-17 18:24:43+00:00,KSUBIGCAT1986,"RT @TomballPawn: @jdpeterson @CathyJoeGPT @SenJohnKennedy This assumes it needs a solution, which it does not. The only people pushing the…",,1
47,2023-02-17 18:18:51+00:00,wwhitney1940,"If climate change is so dangerous, why don't environmentalists try this solution? https://t.co/dDbTL03qQ8",,0
48,2023-02-17 18:16:33+00:00,PadgeMangan,"RT @BinanceBCF: #2:""There's no 1 solution to a crisis as large as #climatechange—we need them all. Including a powerful climate solution th…",,161
49,2023-02-17 18:07:13+00:00,scr385w,"RT @ClimateDepot: Solution to food price inflation has arrived! 

WSJ: ‘To Save Money, Maybe You Should Skip Breakfast’ | Climate Depot 
ht…",,7
50,2023-02-17 18:05:19+00:00,wmthomson22,"@Ash_and_Trash @JesseJenkins Every 1,000lbs EV battery requires mining and processing roughly 500,000 lbs of material. The material intensity of the proposed solutions to climate change at the moment are poorly appreciated issue that make EVs, Solar and Wind an all but non starter as a universal solution.","Charlotte, NC",0
51,2023-02-17 18:02:52+00:00,daily_targum,"""While electric vehicles are an important part of the solution to climate change, there are concerns to consider and other strategies worth implementing.""

Read the latest editorial on how electric vehicles can save New Jersey from climate crisis.

https://t.co/XeLFjAsONT","New Brunswick, N.J.",0
52,2023-02-17 18:02:19+00:00,heavy_ai,"We help #Utility companies:
 
⛅️ Understand unique weather patterns over time
🌳 Predict vegetation growth
🔥 Mitigate wildfire threats
 
Read our solution brief for how our #Analytics solution can help your utility company overcome climate hurdles. https://t.co/2TB7xSnaSt","San Francisco, CA",0
53,2023-02-17 17:56:07+00:00,JeffersonJScott,I don’t see how failing to wear a face covering could damage or inflame the heart &amp; arteries. What’s the common denominator for the 30% increase in heart attacks among young people? The climate solution is the vaccine. https://t.co/IazM2tWCf9,,0
54,2023-02-17 17:55:01+00:00,FAONorthAmerica,"RT @CSISFood: Food systems are currently responsible for one-third of global greenhouse gas emissions.

@FAONorthAmerica's @ZitouniOuldDada…","Washington, DC",2
55,2023-02-17 17:52:17+00:00,LukeShoeFitter,"The litter picked up over there, has a profit centre over here. This is the essence of greenwashing. We are attempting to create an equitable solution to this white collar climate problem. #Data4Data #WorldLitterRun @wastebase @litterati @mmushahame @KishokaYouth #D4D 2/17/23 LM https://t.co/Qf8afw4Rq9","Halifax, Nova Scotia",0
56,2023-02-17 17:50:09+00:00,Marielle_Papin,"I read a lot of negative comments from blogpost on #JustTransition and I must say, I don't know how to respond. I lack tools to communicate ideas on climate action to skeptics or deniers. Ignoring them doesn't feel like it's the solution.","Edmonton, Canada",0
57,2023-02-17 17:48:18+00:00,ITSNOTM0I,"@Karolinachic @jordanbpeterson What?
You seem like someone who has never had to and isn't capable of taking care of someone else because you don't realize the solution is knowing how to dress appropriately.
You also seem like a man who has never used public transportation or lived in a cold climate.",,0
58,2023-02-17 17:46:56+00:00,NeilYoungSaveUs,"RT @ConservationOrg: Nature is a powerful ally in adapting to the impacts of #ClimateChange, but its contributions are often underappreciat…",Brigadoon,2
59,2023-02-17 17:46:43+00:00,JasimMohammedqt,"RT @BinanceBCF: #2:""There's no 1 solution to a crisis as large as #climatechange—we need them all. Including a powerful climate solution th…",,161
60,2023-02-17 17:46:42+00:00,Coffman_Law,Anchovies and Sardines Are a Climate Solution in a Can https://t.co/0jKBTTG5XG via @Pocket,"Tampa, Florida",0
61,2023-02-17 17:44:00+00:00,ConservationOrg,"Nature is a powerful ally in adapting to the impacts of #ClimateChange, but its contributions are often underappreciated.

As we look ahead to the issues shaping 2023, @ConservationOrg scientists explore how to maximize nature’s role as a climate solution. https://t.co/Qn6OlOeFB9","HQ - Arlington, VA",2
62,2023-02-17 17:43:53+00:00,_RedFrog,"RT @GMOFreeUSA: Touted as a future solution for climate change, #GMO #tree developers want to plant even more.  #StopGMOTrees",Everywhere.,1
63,2023-02-17 17:42:56+00:00,GMOFreeUSA,"Touted as a future solution for climate change, #GMO #tree developers want to plant even more.  #StopGMOTrees https://t.co/iMrkhpdrPM",,1
64,2023-02-17 17:41:36+00:00,Rui_FFF,"RT @edgoodall: Looking forward to @TheEconomist's #WorldOceanSummit in 10 days! 

I'm there for @whalesorg and keen to connect with anyone…","Lausanne, Switzerland",4
65,2023-02-17 17:40:27+00:00,angeenviro,"RT @Women4Climate: 📣Open now!
Apply for the #Women4Climate mentorship programme in @AklCouncil if you:
🌿have a solution to address the clim…","Auckland, New Zealand",2
66,2023-02-17 17:32:51+00:00,raucisona,"RT @LauraMuwanguzi: A message of hope. To all the people around the globe, I highly encourage everyone to be apart of the solution in the f…",Schweiz,36
67,2023-02-17 17:31:45+00:00,Fightkidscancer,RT @MilesKLassin: There's a clear solution to the ongoing US rail crisis: public ownership. Taking the profit motive out of the movement of…,United States,96
68,2023-02-17 17:29:53+00:00,LynneUSneddon,"RT @edgoodall: Looking forward to @TheEconomist's #WorldOceanSummit in 10 days! 

I'm there for @whalesorg and keen to connect with anyone…",UK,4
69,2023-02-17 17:27:41+00:00,JustGrahamG,"@clarasmatic_42 I spend time in all of these cities yearly (moreso for SD). 

They all have good engineering jobs, San Fran will have the most, but SD and Austin are similar. The Cali cities have lots of climate solution work! 

Quality of life in SD is unbeatable compared to the other two🤷‍♂️","San Diego, CA",0
70,2023-02-17 17:26:36+00:00,eng_hossam1992,"RT @sakg999: and suffer from a scarcity of rain, and climate changes also have an effect, so the state resorts to innovative methods that w…",Riyadh,1
71,2023-02-17 17:26:10+00:00,FitzroyPeabody3,RT @WeDontHaveTime: Restoring forests is a critical solution to the climate crisis &amp; Pachama is leading the way with cutting-edge technolog…,,58
72,2023-02-17 17:24:56+00:00,raylevyuyeda,"RT @AnthropoceneAL: Thank you, @raylevyuyeda &amp; @prismreports for telling this imp. story of the inequities in flood planning &amp; management &amp;…",occup. Karkin Muwekma & Patwin,3
73,2023-02-17 17:24:07+00:00,sakg999,"and suffer from a scarcity of rain, and climate changes also have an effect, so the state resorts to innovative methods that will enhance rainfall on its lands Like rain seeding is it a solution?",Riyadh / KSA &  Abu Dhabi /UAE,1
74,2023-02-17 17:23:09+00:00,tearact,RT @MilesKLassin: There's a clear solution to the ongoing US rail crisis: public ownership. Taking the profit motive out of the movement of…,Year of the Worker_Revolutions,96
75,2023-02-17 17:23:01+00:00,taruskipkosgei9,"RT @K24Tv: Simon Wachieni: We came up with this solution( Water harvesting) because there were times farmers would plant, then their crops…","Nairobi, Kenya",3
76,2023-02-17 17:22:16+00:00,LambethConfNews,"'As #AnglicanCommunion we are a global connected body with a shared identity that transcends national borders 

This means we have a rare and distinctive perspective on climate change...

We contribute to the problem -we contribute to the solution' 

@Greenanglicans #ACC18 https://t.co/0gt1v6KUJZ",,0
77,2023-02-17 17:21:38+00:00,taruskipkosgei9,"RT @K24Tv: Simon Wachieni: Apart from dams, there are other solutions that farmers can explore, especially now with climate change. For far…","Nairobi, Kenya",2
78,2023-02-17 17:21:12+00:00,taruskipkosgei9,"RT @K24Tv: Simon Wachieni: I encourage farmers to plant trees, Beneficial trees to become a solution for climate adaptation as it increases…","Nairobi, Kenya",2
79,2023-02-17 17:20:25+00:00,mutai_kipchumba,"RT @K24Tv: Simon Wachieni: I encourage farmers to plant trees, Beneficial trees to become a solution for climate adaptation as it increases…","Nairobi, Kenya",2
80,2023-02-17 17:20:15+00:00,K24Tv,"Simon Wachieni: I encourage farmers to plant trees, Beneficial trees to become a solution for climate adaptation as it increases forest cover.  #KilimoNaBiashara  
@LindaKoskey  @MajiAgri https://t.co/N271R6a0T7","Nairobi, Kenya",2
81,2023-02-17 17:18:39+00:00,johnandi,RT @WeDontHaveTime: Restoring forests is a critical solution to the climate crisis &amp; Pachama is leading the way with cutting-edge technolog…,Cornwall.,58
82,2023-02-17 17:18:22+00:00,weaverXP,"@fawfulfan Obviously the solution is to ban books about climate change and arrest anyone who points out what's going on.
🙄",Harrisburg Pa,0
83,2023-02-17 17:18:15+00:00,asolepascual,Anchovies and Sardines Are a Climate Solution in a Can https://t.co/CrWHbFlxZi,Sitges,0
84,2023-02-17 17:15:29+00:00,mutai_kipchumba,"RT @K24Tv: Simon Wachieni: Apart from dams, there are other solutions that farmers can explore, especially now with climate change. For far…","Nairobi, Kenya",2
85,2023-02-17 17:15:18+00:00,K24Tv,"Simon Wachieni: Apart from dams, there are other solutions that farmers can explore, especially now with climate change. For farming, water harvesting is the best solution. #KilimoNaBiashara  
@LindaKoskey  @MajiAgri https://t.co/JO2M4RDszY","Nairobi, Kenya",2
86,2023-02-17 17:14:30+00:00,shab302611,"RT @UNICEFBD: Climate change does not discriminate. It knows no borders.
 
We are all at risk – especially our children.
 
Countries must r…","Mountlake Terrace, WA",11
87,2023-02-17 17:12:25+00:00,DebbieB88702936,"RT @CANAFoundation: (1/2)
Wild horses play a vital role in rewilding efforts, which offer a global solution to a broad range of environment…","South West, England",4
88,2023-02-17 17:10:17+00:00,TeaMilkNosugar1,RT @liz_churchill8: Bill Gates just admitted on video that it’s okay for him to fly on his Private Jet while preaching about ‘Climate Chang…,UK,4615
89,2023-02-17 17:09:02+00:00,mutai_kipchumba,"RT @K24Tv: Simon Wachieni: We came up with this solution( Water harvesting) because there were times farmers would plant, then their crops…","Nairobi, Kenya",3
90,2023-02-17 17:08:05+00:00,speculari78,"RT @Goandms: The People’s Party of Canada:  ISSUE
The Liberal government is spending billions of dollars at home and abroad to fight global…",,4
91,2023-02-17 17:07:17+00:00,RiseUpOhio,"@2Trump2024 Destroy our environment with chemical burns and ""accidents"" then bring the solution...Climate Lockdowns...🤷‍♂️","Columbus, OH",0
92,2023-02-17 17:06:56+00:00,OwenAbong,"RT @K24Tv: Simon Wachieni: We came up with this solution( Water harvesting) because there were times farmers would plant, then their crops…",Nairobi_Kenya,3
93,2023-02-17 17:06:47+00:00,osuaggie,"@Climatehope2 @MatthewWielicki I believe Dr. Wielicki's comments were offered as clarification. While IT paid the bills, I often worked as an expert lead in several organizations with complex problem identification &amp; solution development. Few issues are as complex as climate, so I was drawn to it decades ago.","A cattle ranch in Oologah, Ok",0
94,2023-02-17 17:05:57+00:00,octy66,RT @WeDontHaveTime: Restoring forests is a critical solution to the climate crisis &amp; Pachama is leading the way with cutting-edge technolog…,UK,58
95,2023-02-17 17:05:15+00:00,K24Tv,"Simon Wachieni: We came up with this solution( Water harvesting) because there were times farmers would plant, then their crops die because of lack of rain with the climate change. #KilimoNaBiashara  
@LindaKoskey @MajiAgri https://t.co/ggRm0wFxtw","Nairobi, Kenya",3
96,2023-02-17 17:04:41+00:00,ClimateJobList,"✨ New #ITjobs opportunity:
 
💼 Senior Solution Architect - Finance at
🍀 Proterra @Proterra_Inc
📍 Greenville, United States
 
Apply now!
 
#Climate #ClimateTech #Motivation 

https://t.co/T8RYKiK59T",Find your next Opportunity 👉,0
97,2023-02-17 17:04:02+00:00,fuckmeshorty,"RT @OpenForest_: As we explore the role of #climatetech in mitigating climate change, lets take a look at how our onboarding platform @NEAR…",,165
98,2023-02-17 17:04:01+00:00,BenjaminJullien,RT @SenMarkey: I'm glad David Malpass has heeded my calls to resign as World Bank President. His support for fossil fuels and abject failur…,"Paris, France",35
99,2023-02-17 17:00:06+00:00,banglaaid,"RT @UNICEFBD: Climate change does not discriminate. It knows no borders.
 
We are all at risk – especially our children.
 
Countries must r…","Dhaka, Bangladesh ",11
100,2023-02-17 16:59:00+00:00,Prary1Bob,"@business That's is solution overhaul finance. The world climate has been changing for a million years, so we are so arergent to think we can stop it.",,0
101,2023-02-17 16:58:02+00:00,VigneswaranVic9,"RT @IUCN: We already have a powerful and cost-effective way to combat #ClimateChange.

#NaturebasedSolutions can provide over a third of th…",,32
102,2023-02-17 16:56:51+00:00,WillAgee2,"RT @UNICEFBD: Climate change does not discriminate. It knows no borders.
 
We are all at risk – especially our children.
 
Countries must r…","El Cajon,CA.",11
103,2023-02-17 16:56:39+00:00,K24Tv,K24 TV LIVE | Focus On Water Harvesting; A Climate Change Adaptation Solution #KilimoNaBiashara https://t.co/Xo1xChxaQ3,"Nairobi, Kenya",3
104,2023-02-17 16:52:16+00:00,PaulRoundy1,@edgarrmcgregor Existential as a word has meaning. It means our existence is at substantial risk. Please identify a solution of a mainstream climate model in a probable emissions scenario that would be consistent with elimination of humanity.,Schodack NY,0
105,2023-02-17 16:50:10+00:00,GrizzAlberta,"@dstaples I guess one can hope but I doubt Trudeau will listen, he's never once budged from his radical, extremist climate policies in fact he's ramped them up. 
His caucus is full of fear mongering enviro-fanatics who would never agree to halfway measures.
Only one solution. #ElectCPC",Canada,0
106,2023-02-17 16:46:24+00:00,more_shower,RT @IntranceIt: Same people who drove 'climate crisis' were driving 'Covid panic' as a new initiative in the war against humanity. The only…,unvaccinated,1
107,2023-02-17 16:43:32+00:00,hiteshjain1245,@GretaThunberg Climate strike best solution #save tree and more tree grow,,0
108,2023-02-17 16:38:13+00:00,CSISEnergy,"RT @CSISFood: Food systems are currently responsible for one-third of global greenhouse gas emissions.

@FAONorthAmerica's @ZitouniOuldDada…","Washington, DC",2
109,2023-02-17 16:38:02+00:00,chrisvickwrites,"RT @edgoodall: Looking forward to @TheEconomist's #WorldOceanSummit in 10 days! 

I'm there for @whalesorg and keen to connect with anyone…",,4
110,2023-02-17 16:37:29+00:00,wd_sharaf,"RT @OpenForest_: As we explore the role of #climatetech in mitigating climate change, lets take a look at how our onboarding platform @NEAR…",,165
111,2023-02-17 16:36:30+00:00,H2BCN,#Anchovies and #Sardines Are a Climate Solution in a Can - https://t.co/P5zUkhh4ol via @bloomberg https://t.co/kcO12hhwoS,"Barcelona, Catalonia",0
112,2023-02-17 16:34:40+00:00,LucPezz,RT @SuperNodeLtd: 6 days to go! Don't miss your chance to learn how the Supergrid is the best &amp; only way to achieve a successful energy tra…,,3
113,2023-02-17 16:33:05+00:00,floodmeridians,"RT @AnthropoceneAL: Thank you, @raylevyuyeda &amp; @prismreports for telling this imp. story of the inequities in flood planning &amp; management &amp;…",,3
114,2023-02-17 16:30:00+00:00,esg_investor,"@PhoenixGroupUK takes twin-track approach #ClimateSolution, with @Robeco-managed #asset allocation targeting “diversified source of return” through balanced #equity and #credit portfolio. Insights from @PhoenixGroupUK. Read more here: https://t.co/MNAcHm9Muc",United Kingdom,0
115,2023-02-17 16:28:03+00:00,whalesorg,"RT @edgoodall: Looking forward to @TheEconomist's #WorldOceanSummit in 10 days! 

I'm there for @whalesorg and keen to connect with anyone…",International,4
116,2023-02-17 16:27:22+00:00,Kevin_Matthews_,"RT @CANAFoundation: (1/2)
Wild horses play a vital role in rewilding efforts, which offer a global solution to a broad range of environment…",,4
117,2023-02-17 16:25:46+00:00,BlerdMommy,RT @MilesKLassin: There's a clear solution to the ongoing US rail crisis: public ownership. Taking the profit motive out of the movement of…,Austin.Westside.Chicago.,96
118,2023-02-17 16:25:09+00:00,ArunachalamAn,"RT @dkalyaan: @cpsavesoil #Sadhguru🙏
#WorldUnitesForSoil
#JourneyForSoil 
#UNCCDCOP15
#ConsciousPlanet

For all the problems we face, green…",,3
119,2023-02-17 16:24:21+00:00,MonaMishra2,"FISH - put it in a can and it gets even more interesting, because it keeps the flavor and the nutritional value and it doesn’t need refrigeration or cooking.
https://t.co/Qp1Y1HMMNV","Jamshedpur, Delhi, elsewhere",0
120,2023-02-17 16:23:35+00:00,jazusicherheit,"RT @WillHild: NEW: A BBC reporter asked Bill Gates directly why his climate activism should be taken seriously, as he continues to fly priv…",Südhessen,1135
121,2023-02-17 16:23:18+00:00,sgbuggs,RT @MilesKLassin: There's a clear solution to the ongoing US rail crisis: public ownership. Taking the profit motive out of the movement of…,Anhaica (Muscogee/Creek Lands),96
122,2023-02-17 16:22:11+00:00,Jeric91104851,"RT @BinanceBCF: #2:""There's no 1 solution to a crisis as large as #climatechange—we need them all. Including a powerful climate solution th…",,161
123,2023-02-17 16:16:06+00:00,covenscribe,RT @MilesKLassin: There's a clear solution to the ongoing US rail crisis: public ownership. Taking the profit motive out of the movement of…,"Wet'suwet'en territory, Canada",96
124,2023-02-17 16:15:19+00:00,juliet_92009,"RT @ClimateDepot: Solution to food price inflation has arrived! 

WSJ: ‘To Save Money, Maybe You Should Skip Breakfast’ | Climate Depot 
ht…",Carlsbad ⛵️ ,7
125,2023-02-17 16:12:53+00:00,kodrockgames,"RT @IOHK_Charles: Dr. Krieger has moved into the ESG space 
https://t.co/iOMic8ZzOd https://t.co/ntor9uqIeg","Boston, MA",7
126,2023-02-17 16:12:07+00:00,BRKMFK,"RT @WillHild: NEW: A BBC reporter asked Bill Gates directly why his climate activism should be taken seriously, as he continues to fly priv…",,1135
127,2023-02-17 16:10:11+00:00,aldogrech,"RT @aldogrech: Upgrade your energy storage with xBlade's thermal management solution! Using convection and a miniature heat pump, we ensure…",global,1
128,2023-02-17 16:09:36+00:00,DadEcological,"RT @LauraMuwanguzi: A message of hope. To all the people around the globe, I highly encourage everyone to be apart of the solution in the f…",Central New Hampshire,36
129,2023-02-17 16:07:16+00:00,CANAFoundation,"(1/2)
Wild horses play a vital role in rewilding efforts, which offer a global solution to a broad range of environmental crises, such as climate breakdown and the preservation of our diminishing global biodiversity. https://t.co/rYnXNv5PyR",United States,4
130,2023-02-17 16:05:17+00:00,bologna_g,"RT @FHBBiermann: A new piece by CNN, citing the call by 400+ academics for an International Non-Use Agreement on Solar Geoengineering:

htt…",Pres Onor Com Scientifica WWF,7
131,2023-02-17 16:04:37+00:00,inkyswill,"RT @fernevak: When a government is motivated by far gone climate alarmism, where the policy solution is individual carbon allowances, that…","Swamp'nCanalLand, USA",5
