,Time,User,Tweet,Location,Retweets
72,2023-03-29 03:51:08+00:00,FrankFaust18,"@VivekGRamaswamy I like the energy of putting people back to work. The American economy is mostly meritocratic anyways, and the job market is strong for everyone now. What's the deal with climate change denial, though? Which words must a person use to explain the benefits of clean, renewable...",,0
73,2023-03-29 03:49:35+00:00,william62560727,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…","Saskatchewan, Canada",133
74,2023-03-29 03:30:50+00:00,RonPardy,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…",,133
75,2023-03-29 03:04:59+00:00,aebkab,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…",,133
76,2023-03-29 02:54:02+00:00,francisdalfo,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…",Canada strong and free,133
77,2023-03-29 02:53:56+00:00,johnsmith6526,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…",,133
78,2023-03-29 02:53:17+00:00,SK__Sunshine,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…","Regina, Saskatchewan",133
79,2023-03-29 02:18:14+00:00,RossMcleanSec,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…",Toronto,133
80,2023-03-29 02:15:45+00:00,FrancoisDOttawa,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…","Ottawa, Ontario",133
81,2023-03-29 02:05:21+00:00,Green_Acres55,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…","Winnipeg, Manitoba",133
82,2023-03-29 02:03:43+00:00,sosayallofus,"This group has practical, common sense plans for reducing carbon emissions from households. Green electrification is a win for consumers, the climate, and for the regions that supply green energy. https://t.co/Hbdy1bCbwo",,1
83,2023-03-29 02:02:04+00:00,JRTG13,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…","Toronto, Ontario",133
84,2023-03-29 01:50:51+00:00,Katmandu13,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…",Canada,133
85,2023-03-29 01:40:12+00:00,jeannetix,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…",Who Cares,133
86,2023-03-29 01:27:08+00:00,WillCD17,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…","Ontario, Canada",133
87,2023-03-29 01:23:55+00:00,pinpuller,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…",,133
88,2023-03-29 01:23:18+00:00,srduquette3,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…","Windsor, Ontario",133
89,2023-03-29 01:09:33+00:00,RodneyClaeys,"RT @tweetMalena: 12,700 deaths were prevented because of #climateaction in the US &amp; it doesn'teven include recent data!

And @POTUS passed…",Livingroom couch,16
90,2023-03-29 01:03:28+00:00,rick_slawson,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…",,133
91,2023-03-29 01:01:47+00:00,Lamainnikki,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…",,133
92,2023-03-29 01:01:04+00:00,north5555,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…",,133
93,2023-03-29 00:58:38+00:00,LisaMar91564392,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…",Canada 🇨🇦 ,133
94,2023-03-29 00:53:49+00:00,SamiaAliSalama,"RT @tweetMalena: 12,700 deaths were prevented because of #climateaction in the US &amp; it doesn'teven include recent data!

And @POTUS passed…","Pennsylvania, USA",16
95,2023-03-29 00:47:21+00:00,McMillanPottery,@gmbutts @theKeenUrbanist @cafreeland Yes of course the new green energy policy. Yet @cafreeland never mentioned climate change greenhouse gas emissions carbon or any climate change Terminology throughout her entire speech.,Stratford,0
96,2023-03-29 00:33:54+00:00,donnareiter15,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…",Alberta Canada,133
97,2023-03-29 00:33:26+00:00,ray_belfour,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…",,133
98,2023-03-29 00:28:48+00:00,JackieDuf,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…",,133
99,2023-03-29 00:26:55+00:00,vinoth30496,RT @VivekGRamaswamy: The global climate cult shackles the U.S. economy while leaving China untouched &amp; decries carbon emissions while shunn…,Miami,824
100,2023-03-29 00:26:21+00:00,gr8wheels,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…","Cambridge & Oakville, Ontario ",133
101,2023-03-29 00:20:08+00:00,DeceitinDrugs,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…",,133
102,2023-03-29 00:20:03+00:00,THEMightlyMouse,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…",,133
103,2023-03-29 00:17:34+00:00,thetaxpayer1,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…",Ontario,133
104,2023-03-29 00:15:51+00:00,dcal4570,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…",,133
105,2023-03-29 00:07:43+00:00,bebe900,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…",Newfoundland and Labrador,133
106,2023-03-29 00:05:54+00:00,GkMyf14,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…",,133
107,2023-03-29 00:04:32+00:00,skanes_leona,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…",,133
108,2023-03-29 00:00:03+00:00,april64caca,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…","Ontario, Canada",133
109,2023-03-28 23:59:04+00:00,RobinDorey1,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…",,133
110,2023-03-28 23:58:30+00:00,IndubitablyTho,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…",Redmonton,133
111,2023-03-28 23:57:15+00:00,JustWhi51083683,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…",,133
112,2023-03-28 23:56:58+00:00,LanierTrader,RT @VivekGRamaswamy: The global climate cult shackles the U.S. economy while leaving China untouched &amp; decries carbon emissions while shunn…,"Lake Lanier, Georgia",824
113,2023-03-28 23:53:17+00:00,t3trader,"RT @chellema_belle: @BernieSpofforth That is the entire climate model from all industrialized nations.
Off load all production/industrial e…",,17
114,2023-03-28 23:52:32+00:00,Worldwidewatch3,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…",,133
115,2023-03-28 23:50:48+00:00,jfeilders,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…",Canada,133
116,2023-03-28 23:49:33+00:00,Ryan_LEVEL2,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…","Calgary, Alberta, Canada",133
117,2023-03-28 23:44:27+00:00,jakal67991037,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…","Calgary, Alberta",133
118,2023-03-28 23:43:09+00:00,Tea_O_CANADA,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…",Canada,133
119,2023-03-28 23:41:57+00:00,Plan200_ca,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…",Canada,133
120,2023-03-28 23:41:20+00:00,cbcwatcher,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…",,133
121,2023-03-28 23:40:56+00:00,Cdn_Eliana,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…",,133
122,2023-03-28 23:39:55+00:00,ChessmanPatrick,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…","Ontario, Canada",133
123,2023-03-28 23:39:53+00:00,Indignationpunk,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…",Dictatorship of Trudopia ,133
124,2023-03-28 23:38:59+00:00,sens_sports85,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…","Ottawa, Ontario, Canada",133
125,2023-03-28 23:38:31+00:00,HPot8888,"RT @sunlorrie: Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" o…",Rural Canada,133
126,2023-03-28 23:36:52+00:00,sunlorrie,"Finance Minister Chrystia Freedland's budget speech today doesn't mention, ""greenhouse gases"" ""emissions"" ""climate change"" or ""carbon pricing"" even once. Now it's all about taxpayers subsidizing developers to produce ""clean"" energy.
https://t.co/kXuMPhLv3E",website:,133
127,2023-03-28 23:30:09+00:00,CarolLaRue,"RT @tweetMalena: 12,700 deaths were prevented because of #climateaction in the US &amp; it doesn'teven include recent data!

And @POTUS passed…",Colorado,16
128,2023-03-28 23:28:58+00:00,M_Ludlow,"The scope 3 emissions dilemma. ""In ‘world first’, Beetaloo carbon emissions land on states, consumers"" #auspol #carbon #energy #climate  https://t.co/U0mqiHlu2a","Brisbane, Queensland",0
129,2023-03-28 23:17:27+00:00,Eco1stArt,"RT @tweetMalena: 12,700 deaths were prevented because of #climateaction in the US &amp; it doesn'teven include recent data!

And @POTUS passed…",USA,16
130,2023-03-28 23:07:17+00:00,StopGOPFox,"RT @tweetMalena: 12,700 deaths were prevented because of #climateaction in the US &amp; it doesn'teven include recent data!

And @POTUS passed…",Texas,16
131,2023-03-28 22:19:37+00:00,MessFixing,"RT @tweetMalena: 12,700 deaths were prevented because of #climateaction in the US &amp; it doesn'teven include recent data!

And @POTUS passed…",Pacific Northwest 🇩🇰🇺🇸,16
132,2023-03-28 22:16:52+00:00,trudygonzales,"RT @tweetMalena: 12,700 deaths were prevented because of #climateaction in the US &amp; it doesn'teven include recent data!

And @POTUS passed…",,16
133,2023-03-28 22:09:30+00:00,MJResister,"RT @tweetMalena: 12,700 deaths were prevented because of #climateaction in the US &amp; it doesn'teven include recent data!

And @POTUS passed…",WA ,16
